programLedgerId,sourceKind,candidateIdentity,sourceProgramCandidateIds,programEvidenceIds,programStatusCounts,publicAllocationStatus,publicProgramIds,publicLayoutIds,conquestStatus,priorityRank,priorityCode,equationReadiness,equationReady,backend,opcode,opcodeAllocation,dxbcSha256s,hlsliSha256s,functionNames,authoredOccurrenceCount,productOccurrenceCount,fourCharacterProductOccurrenceCount,valtanProductOccurrenceCount,domainOccurrenceCounts,carrierCounts,fineRendererKindCounts,renderProfileCounts,sourceProfileEnabledCounts,layoutStatusCounts,adapterStatusCounts,descriptorStatusCounts,blockerAxisCounts,blockerCounts,occurrenceProjectionSha256
material-program.51c7fc7aaa9003fae749b22396ff4d770c984384b5a85a58a50a1ad43308ead2,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.bc414998ef834c5340a121f1544826d04d0a162e15c69d02d7fbb85a96978b20"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.bc414998ef834c5340a121f1544826d04d0a162e15c69d02d7fbb85a96978b20""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""830a1374733bd995a756fe0a3606dbeda157543a0a5c5c658978b09f420c1788""]",[],[],1,1,1,0,"{""Warlord"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""alpha_two_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":3,""LAYOUT"":5,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",94030a63443c436979811d296d152e8618ce63054f2dbf8097c82815c18ca8af
material-program.51f5a2232193e76b36ca6302440afe4c95c2234a062a9111e4ddc2611745f09f,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.12e3c6dde9bf6dc7c135b818b9aad8c6d540e0654b06705fa010017b8a5d650d"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.12e3c6dde9bf6dc7c135b818b9aad8c6d540e0654b06705fa010017b8a5d650d""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""MESH"":1}","{""STANDALONE_MESH"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":4,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""COOKED_CARRIER_MISMATCH"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",49b14810dd1753e8a05e98d265a7505b71546aae46c66c5db866465e252c3844
material-program.522cfe181b8474bb9bca7ce80f3f28f7d304a115e4ae47adf2e12429375905f0,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.36ffb6237c2a9e878592fbdc2d6d4b2643d19e2d123258343dac9daa6429bc1e"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.36ffb6237c2a9e878592fbdc2d6d4b2643d19e2d123258343dac9daa6429bc1e""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":4}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""e801893cbab3e5cc8603c12509344b010c405bed07b8701eb9cea9d530da2b9e""]",[],[],4,4,4,0,"{""LanceMaster"":1,""Warlord"":3}","{""SPRITE"":4}","{""SPRITE_PARTICLE"":4}","{""alpha_one_sided_depth_read"":4}","{""ENABLED"":4}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":4}","{""RENDER_PROFILE_STATIC_CANDIDATE"":4}","{""SOURCE_VALUES_PRESENT_UNPACKED"":4}","{""CARRIER"":8,""LAYOUT"":16,""PROGRAM"":4,""STATE"":12}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":4,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":4,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":4,""RUNTIME_PACKET_NOT_MATERIALIZED"":4,""SAMPLER_STATE_UNPROVEN"":4,""SCALAR_VECTOR_PACKING_UNRESOLVED"":4,""SCENE_INPUTS_UNPROVEN"":4,""STAGE_INPUT_SEMANTICS_UNPROVEN"":4,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":4,""VERTEX_FACTORY_UNPROVEN"":4}",f5e740c037eadc0ef4217a54b4b504e353399afa75362448d0764d9a1a292b6c
material-program.5291a5f76357bff6ef7295ed295f9b78c611645a6f4a5331d440240cc85086f8,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.5e6352da38ca838951b1afca1accb7a8edb257d759ab29d0a5e16b9f2501dcdb"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.5e6352da38ca838951b1afca1accb7a8edb257d759ab29d0a5e16b9f2501dcdb""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":2}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4f8d149d2e497bb481cb642e0d486d9560e14dca23359f568c4e6c5f272c3c5e""]",[],[],2,2,2,0,"{""Artist"":1,""Warlord"":1}","{""MESH"":2}","{""MESH_PARTICLE"":2}","{""alpha_one_sided_depth_read"":2}","{""ENABLED"":2}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":2}","{""RENDER_PROFILE_STATIC_CANDIDATE"":2}","{""SOURCE_VALUES_PRESENT_UNPACKED"":2}","{""CARRIER"":8,""LAYOUT"":10,""PROGRAM"":2,""STATE"":6}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":2,""COOKED_CARRIER_MISMATCH"":2,""CURRENT_PACKET_CAPACITY_EXCEEDED"":2,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":2,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":2,""SAMPLER_STATE_UNPROVEN"":2,""SCALAR_VECTOR_PACKING_UNRESOLVED"":2,""SCENE_INPUTS_UNPROVEN"":2,""STAGE_INPUT_SEMANTICS_UNPROVEN"":2,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":2,""VERTEX_FACTORY_UNPROVEN"":2,""WPO_VERTEX_PROGRAM_UNPROVEN"":2}",cd576cc8a50865af64b21566248600035ad96a07ab85e7745fcf7cd422a507b6
material-program.52ae7ba4dd24fd9f1a077bccac7d3a3bcf2a0e2f3ab9448688d7164f87f6389f,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.c0ff182124fa284a16c8da614c02a7fdcf6c0c00af1d7d138ad9dc7deefa486c"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.c0ff182124fa284a16c8da614c02a7fdcf6c0c00af1d7d138ad9dc7deefa486c""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""f68b6d53c31053f8af2c18a367142c0cd480ac1fee09637c8a36884522256790""]",[],[],1,0,0,0,"{""Valtan"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""additive_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":4,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""COOKED_CARRIER_MISMATCH"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",afe8363edc7073a0889b750a0b04fae902891505c325f3828cbf9c6b42b016aa
material-program.52c55dfb6a3c6743ba631040f21c3948831f281b7d7b1d0910acc735c1a15ca9,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.0874a5bdb3b5d1c0afc8538b63fe56a4f73c84ec2aae5a8e40f47d25ebe9aa74"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.0874a5bdb3b5d1c0afc8538b63fe56a4f73c84ec2aae5a8e40f47d25ebe9aa74""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":10}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4adf706f0819276f6a8577968a46605435bbd60c95c481fa80b3c0075481d9e8""]",[],[],10,0,0,0,"{""DimensionMaster"":1,""Warlord"":9}","{""MESH"":10}","{""MESH_PARTICLE"":1,""STANDALONE_MESH"":9}","{""alpha_two_sided_depth_read"":10}","{""DISABLED"":10}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":10}","{""RENDER_PROFILE_STATIC_CANDIDATE"":10}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":10}","{""CARRIER"":30,""LAYOUT"":50,""PRODUCT"":10,""PROGRAM"":10,""STATE"":30}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":10,""CURRENT_PACKET_CAPACITY_EXCEEDED"":10,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":10,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":10,""PRODUCT_CONSUMER_ABSENT"":10,""RUNTIME_PACKET_NOT_MATERIALIZED"":10,""SAMPLER_STATE_UNPROVEN"":10,""SCALAR_VECTOR_PACKING_UNRESOLVED"":10,""SCENE_INPUTS_UNPROVEN"":10,""STAGE_INPUT_SEMANTICS_UNPROVEN"":10,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":10,""VERTEX_FACTORY_UNPROVEN"":10,""WPO_VERTEX_PROGRAM_UNPROVEN"":10}",50cec3aa73d054d7f68ab3842cbf783241ea61732d42523c69a31d5310df9a7a
material-program.52dd22e41dbd9aa73f0420384b1bda115d6b5e69685f34f1023944fa4c267d52,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.5993661d9c5b53dc2ab392cfcf20ac23b0506debfc59bf8c984dfb059792ab83"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.5993661d9c5b53dc2ab392cfcf20ac23b0506debfc59bf8c984dfb059792ab83""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""d602dd6985b18b213ca9ce2aca4fd6f48ef76a74e2de90e99319e78afbed4935""]",[],[],1,1,0,1,"{""Valtan"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":2,""LAYOUT"":4,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",354caf52ffe8e17c59ff4cadc4bb4b43287410e3cf46cc2748df61cf786e69fd
material-program.52f2c5f3ed4895af09070194c87bef8b21efab3e1af20fe6cdd6ae0a0a418d05,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.313cc1ff8e16d4fd64469779a394f9900a89a6cc9bd91af9a5fead5e35f10a8f"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.313cc1ff8e16d4fd64469779a394f9900a89a6cc9bd91af9a5fead5e35f10a8f""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4238a10fa447159a0c455ec3a2c407abef1b3ab4e4bdbec0427555b0aebadf0e""]",[],[],1,1,1,0,"{""Warlord"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""additive_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":4,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",379807b15c45b5a293b364121c69473ee6844a38e38cb562e8551e4eca8eb6b2
material-program.536a94a03c025ce4b1a3d500c2d2cf382da2c00d21c8638393dadedb06fc8f98,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.3a8c3e77c7517c1c96a9a6923cac240de6f42d5aa4c84b44d5f1f2baf5d3dc66"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.3a8c3e77c7517c1c96a9a6923cac240de6f42d5aa4c84b44d5f1f2baf5d3dc66""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":6}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""888333f8a107a8cb65ab5490ba699be59f8a5383338f4826340198fa15a277c1""]",[],[],6,4,0,4,"{""LanceMaster"":2,""Valtan"":4}","{""MESH"":6}","{""MESH_PARTICLE"":4,""STANDALONE_MESH"":2}","{""alpha_two_sided_depth_read"":6}","{""DISABLED"":6}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":6}","{""RENDER_PROFILE_STATIC_CANDIDATE"":6}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":6}","{""CARRIER"":18,""LAYOUT"":24,""PRODUCT"":2,""PROGRAM"":6,""STATE"":18}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":6,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":6,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":6,""PRODUCT_CONSUMER_ABSENT"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":6,""SAMPLER_STATE_UNPROVEN"":6,""SCALAR_VECTOR_PACKING_UNRESOLVED"":6,""SCENE_INPUTS_UNPROVEN"":6,""STAGE_INPUT_SEMANTICS_UNPROVEN"":6,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":6,""VERTEX_FACTORY_UNPROVEN"":6,""WPO_VERTEX_PROGRAM_UNPROVEN"":6}",c4eadba2ae7374310e92b2b1220bb0f5173b151f64fc2cdef935da5967b6d888
material-program.5374997a7617d0078b8b4379ca248c90a86315dc591603ab91649f53a06bea30,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.20488adb0f2499089a4dfbe08b36ed88f720441fb1c8805bf55124e3c0e36169"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.20488adb0f2499089a4dfbe08b36ed88f720441fb1c8805bf55124e3c0e36169""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":4}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],4,4,4,0,"{""LanceMaster"":4}","{""SPRITE"":4}","{""SPRITE_PARTICLE"":4}","{""alpha_one_sided_depth_read"":4}","{""ENABLED"":4}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":4}","{""RENDER_PROFILE_STATIC_CANDIDATE"":4}","{""SOURCE_VALUES_PRESENT_UNPACKED"":4}","{""CARRIER"":8,""LAYOUT"":20,""PROGRAM"":4,""STATE"":12}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":4,""CURRENT_PACKET_CAPACITY_EXCEEDED"":4,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":4,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":4,""RUNTIME_PACKET_NOT_MATERIALIZED"":4,""SAMPLER_STATE_UNPROVEN"":4,""SCALAR_VECTOR_PACKING_UNRESOLVED"":4,""SCENE_INPUTS_UNPROVEN"":4,""STAGE_INPUT_SEMANTICS_UNPROVEN"":4,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":4,""VERTEX_FACTORY_UNPROVEN"":4}",2728dba8bac3b8c975d90514bf9bce1a2b5436f3a295d4d0de65fc55c70eed0e
material-program.538aae83c1993b6fd86d561e54f8caea58843d76c24704d2e4077d0c48aac420,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.eecfef4edcc8611447a6aaf93a72a8917f1f5999030bbd659e604efc5be64800"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.eecfef4edcc8611447a6aaf93a72a8917f1f5999030bbd659e604efc5be64800""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":2}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""50cf73c1105a8387c39b6963d84a473eb1b69dc722cb8beb14cc371c77fb2708""]",[],[],2,2,0,2,"{""Valtan"":2}","{""SPRITE"":2}","{""SPRITE_PARTICLE"":2}","{""alpha_two_sided_depth_read"":2}","{""DISABLED"":2}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":2}","{""RENDER_PROFILE_STATIC_CANDIDATE"":2}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":2}","{""CARRIER"":4,""LAYOUT"":8,""PROGRAM"":2,""STATE"":2}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":2,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":2,""SAMPLER_STATE_UNPROVEN"":2,""SCALAR_VECTOR_PACKING_UNRESOLVED"":2,""STAGE_INPUT_SEMANTICS_UNPROVEN"":2,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":2,""VERTEX_FACTORY_UNPROVEN"":2}",4570638059a3cfd5f63b8cecfba306afe55ca50c1ccbd8b0d34e3c2548713571
material-program.53f37fc852e862faeb9a4e37efe0714919d4173583e120875a545c947c77a54a,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.8fef6ef873699e418910f6395242aad08bc18ee599539606b013d0c29d2bfb85"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.8fef6ef873699e418910f6395242aad08bc18ee599539606b013d0c29d2bfb85""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""ffa2f8a8fca4c73619660a6f731803f92f76262b9cf2fbb664bdb7bd1342e1ff""]",[],[],1,0,0,0,"{""Artist"":1}","{""MESH"":1}","{""STANDALONE_MESH"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":4,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""COOKED_CARRIER_MISMATCH"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",a78b88d0a478ba2fc33a423e457a0fddd97953aae1705bacb9390c0ec7af2927
